product_image_link,product_name,product_url,product_price
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201906/5cf8ca4eb5fb5.jpg",Vogt,https://www.glassesshop.com/eyeglasses/fz1320?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202006/5eddb2e6b03a7.jpg",Benjamin,https://www.glassesshop.com/eyeglasses/fm1466?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5afe7e758cfc5.jpg",Mason,https://www.glassesshop.com/eyeglasses/fp1641?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202106/60b5e248c6a56.jpg",Ina,https://www.glassesshop.com/eyeglasses/fz1650?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201703/58c7556ccda85.jpg",Terre,https://www.glassesshop.com/eyeglasses/rm0247?page=2,$32.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202106/60bdd5f50ee58.jpg",Owensboro,https://www.glassesshop.com/eyeglasses/fp2193?page=2,$12.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202011/5fc458909b2b6.jpg",Kissimmee,https://www.glassesshop.com/eyeglasses/fz1562?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201812/5c2436744043a.jpg",Hawthorn,https://www.glassesshop.com/eyeglasses/fm1349?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202103/60457fd32a1c2.jpg",Uvalde,https://www.glassesshop.com/eyeglasses/sup1073?page=2,$9.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201707/595c863c38c17.jpg",Iowa,https://www.glassesshop.com/eyeglasses/fz1015?page=2,$29.95
